bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,house_age,is_renovated,years_since_renovation,city_target_enc
3.0,2.0,2180,5440,1.0,0,0,5,1080,110,0,110,576183.7791741472
3.0,2.0,1900,6660,1.0,0,0,5,950,48,0,48,345402.7394736842
3.0,2.25,1520,1221,3.0,0,0,3,0,1,1,91,570223.1185050136
3.0,2.0,2220,6641,1.0,0,2,4,1000,67,1,26,583475.1987418453
4.0,2.75,3280,24440,2.0,0,0,3,0,18,0,18,632047.53125
3.0,2.5,2740,83199,2.0,0,4,3,0,41,1,1,297151.21774193546
2.0,1.0,830,6017,1.0,0,0,4,0,60,1,35,433780.94444444444
2.0,1.0,1010,5200,1.0,0,0,3,0,59,1,9,335615.4146341463
3.0,2.25,2060,38377,1.0,0,0,4,500,36,1,14,291133.71153846156
3.0,2.25,1990,7340,2.0,0,0,3,0,30,0,30,612917.84375
4.0,2.5,2280,7568,2.0,0,0,4,0,13,0,13,379453.5624401914
3.0,2.5,1870,5874,2.0,0,0,3,0,9,0,9,298517.84
3.0,2.25,1720,4000,1.5,0,0,4,270,93,0,93,576183.7791741472
2.0,1.0,870,6150,1.0,0,0,3,0,73,1,20,570223.1185050136
3.0,2.0,1020,1204,2.0,0,0,3,300,10,1,11,573185.0026954178
3.0,1.5,1260,3135,1.5,0,0,3,0,83,0,83,573185.0026954178
3.0,2.5,2370,7875,2.0,0,0,3,0,11,0,11,573991.6862745098
3.0,1.0,1000,18513,1.0,0,0,3,0,74,1,18,570223.1185050136
3.0,1.5,1100,1751,2.0,0,0,3,160,7,0,7,583475.1987418453
3.0,2.25,1440,7673,1.0,0,0,3,500,32,0,32,306368.0406504065
4.0,2.5,3120,14300,2.0,0,0,3,0,11,0,11,611821.4210526316
2.0,2.0,2260,9604,1.0,0,0,3,0,24,1,5,489242.0238095238
4.0,2.5,2790,7956,2.0,0,0,3,0,9,0,9,306956.0
1.0,1.0,1140,6700,1.5,0,0,3,0,94,1,35,570223.1185050136
3.0,2.25,1290,2500,2.0,0,0,4,0,27,0,27,573185.0026954178
5.0,1.75,1730,5200,1.0,0,0,4,680,36,1,14,315737.9310344828
4.0,2.5,3160,11380,2.0,0,0,3,0,31,1,5,692567.8918918918
4.0,2.5,2340,8990,2.0,0,0,3,0,11,0,11,339211.3264705882
3.0,1.5,1170,4950,1.0,0,0,4,0,54,1,13,854623.3027093596
2.0,1.0,1160,5000,1.0,0,0,4,0,77,0,77,576183.7791741472
3.0,3.0,1970,24318,1.0,0,0,3,0,4,0,4,453958.47826086957
5.0,4.25,6490,10862,2.0,0,3,4,2550,23,0,23,1223622.0
3.0,2.25,1410,1377,2.0,0,0,3,120,9,0,9,602238.7424242424
4.0,2.5,2430,5000,2.0,0,0,3,0,5,0,5,561804.3541666666
5.0,1.5,3360,5402,2.0,0,0,3,0,0,0,0,712166.302173913
3.0,2.5,1480,1663,2.0,0,0,3,300,2,1,102,576183.7791741472
5.0,2.5,3200,6455,2.0,0,0,3,0,5,0,5,573991.6862745098
3.0,2.5,2134,1984,2.5,0,0,3,0,6,0,6,611394.2276422764
3.0,3.25,1860,1787,3.0,0,0,3,0,7,0,7,428665.7159090909
4.0,3.0,5520,8313,2.0,0,3,3,1950,6,0,6,881585.4168316831
2.0,2.5,1310,1500,2.0,0,0,3,150,8,0,8,573185.0026954178
3.0,2.0,1700,4250,1.0,0,0,3,810,70,0,70,573185.0026954178
3.0,2.5,2480,8342,2.0,0,0,3,0,28,0,28,371872.2878787879
5.0,2.5,1970,8605,2.0,0,0,4,0,20,0,20,331227.0833333333
4.0,2.5,2060,7475,1.0,0,0,3,620,29,0,29,664018.5575757576
3.0,2.5,2130,3500,1.0,0,0,4,920,20,0,20,610245.4411764706
3.0,2.25,1410,14110,1.0,0,2,3,240,27,1,14,565703.2
2.0,2.0,1360,4688,1.0,0,0,3,580,70,0,70,574543.2427470535
3.0,2.0,1940,55756,1.0,0,0,5,0,60,0,60,847974.924611399
2.0,2.25,1610,2040,2.0,0,0,4,0,35,0,35,370580.66352040815
2.0,2.0,1420,9191,1.5,0,2,5,0,86,1,44,576183.7791741472
4.0,2.5,1700,7280,2.0,0,0,4,0,26,0,26,302187.765625
2.0,1.0,1490,3825,1.0,0,0,3,630,85,0,85,574543.2427470535
3.0,2.5,2680,7757,2.0,0,0,3,0,24,1,5,294129.8971962617
4.0,2.5,3190,8684,1.0,0,3,5,1510,47,0,47,881585.4168316831
5.0,1.5,2120,7700,1.5,0,0,5,0,52,0,52,370580.66352040815
4.0,2.0,1690,3250,1.5,0,0,3,140,113,0,113,573185.0026954178
4.0,2.5,1830,8601,2.0,0,0,3,0,11,0,11,339211.3264705882
2.0,1.5,1010,1968,1.5,0,0,5,0,108,0,108,576183.7791741472
4.0,2.75,2070,9300,1.0,0,0,5,950,69,0,69,428665.7159090909
3.0,1.5,1710,4500,1.5,0,0,3,300,86,1,60,583475.1987418453
4.0,1.0,1660,4690,1.5,0,0,3,400,69,1,4,576183.7791741472
4.0,1.75,2080,13629,1.0,0,0,4,1040,59,1,5,583475.1987418453
3.0,2.5,1270,9675,2.0,0,0,3,0,21,0,21,406146.40625
3.0,1.0,1080,21043,1.0,0,0,3,0,72,1,15,574543.2427470535
3.0,2.0,1610,5100,1.5,0,0,5,0,74,0,74,570223.1185050136
2.0,1.0,1120,9912,1.0,0,0,4,0,34,0,34,488882.5
4.0,2.75,2500,5257,2.0,0,0,3,0,48,1,51,583475.1987418453
3.0,1.0,970,7275,1.0,0,0,4,0,44,0,44,306368.0406504065
5.0,2.0,3370,5000,1.5,0,0,4,1230,107,0,107,574543.2427470535
3.0,1.0,1290,189486,1.0,0,0,4,0,54,1,13,308362.248
4.0,3.5,3370,435600,2.0,0,3,3,0,9,0,9,421049.06666666665
4.0,3.5,3410,10769,2.0,0,0,3,0,6,0,6,854623.3027093596
4.0,2.5,2490,8290,2.0,0,0,3,0,15,0,15,297123.8925619835
2.0,1.0,770,4000,1.0,0,0,5,0,90,1,58,570223.1185050136
1.0,1.5,810,3211,2.0,0,0,4,0,32,1,3,665473.701171875
4.0,2.5,3060,10043,1.0,0,0,4,1360,46,0,46,402504.4879518072
3.0,2.5,1690,1613,2.0,0,0,3,540,0,0,0,602238.7424242424
3.0,1.75,1890,3825,1.0,0,0,3,600,40,0,40,576183.7791741472
2.0,2.0,1470,3128,2.0,0,0,3,0,9,0,9,345402.7394736842
2.0,1.0,1060,7193,1.0,0,0,3,0,88,1,11,573185.0026954178
4.0,2.5,3480,59242,2.0,0,0,3,0,26,1,14,610245.4411764706
4.0,2.75,2730,3560,1.5,0,0,3,1180,93,1,7,583475.1987418453
3.0,2.25,1580,7941,2.0,0,0,4,0,28,0,28,302406.8613861386
3.0,2.75,2170,7900,1.0,0,0,4,790,36,1,14,301453.96774193546
2.0,1.0,930,4743,1.0,0,0,4,0,72,1,32,377807.7863636364
4.0,2.0,1580,7800,2.0,0,0,2,0,108,0,108,573185.0026954178
5.0,1.75,3290,11900,1.5,0,0,3,0,41,1,1,664524.1592356688
4.0,2.25,2110,10698,2.0,0,0,4,0,35,0,35,611821.4210526316
3.0,2.5,1670,3565,2.0,0,0,3,0,15,0,15,612917.84375
3.0,2.25,2030,7350,1.0,0,0,4,840,37,0,37,662070.8855421686
3.0,1.0,1500,4100,1.5,0,0,3,130,88,1,11,583475.1987418453
3.0,2.25,1450,1445,2.0,0,0,3,470,9,0,9,576183.7791741472
4.0,1.5,1310,8250,1.0,0,0,3,250,61,0,61,335615.4146341463
5.0,3.25,4180,49222,2.0,0,0,4,1300,35,0,35,609064.7603305785
3.0,1.75,1630,28600,1.0,0,0,3,0,47,1,3,610245.4411764706
4.0,2.5,2660,10452,2.0,0,0,3,0,21,0,21,667110.3374233128
3.0,2.5,1720,1916,2.0,0,0,3,0,9,0,9,377807.7863636364
2.0,2.25,1260,1240,3.0,0,0,3,0,10,1,11,573185.0026954178
3.0,1.75,1610,12247,1.0,0,0,3,0,33,1,1,376968.54547619045
2.0,1.0,680,8064,1.0,0,0,3,0,73,1,20,260515.44444444444
4.0,3.5,2640,5900,2.0,0,2,3,0,77,1,16,570223.1185050136
3.0,2.25,1640,7200,2.0,0,0,4,0,29,0,29,881585.4168316831
4.0,1.75,2310,8045,1.0,0,0,4,660,38,1,22,371872.2878787879
3.0,1.75,2010,4905,1.0,0,0,5,780,102,0,102,574543.2427470535
2.0,1.5,1660,4680,1.0,0,0,5,830,106,0,106,576183.7791741472
3.0,2.5,2200,3360,2.0,0,0,3,0,5,0,5,573185.0026954178
4.0,2.5,2460,4200,2.0,0,0,3,0,16,1,8,664018.5575757576
2.0,1.75,2430,23400,1.0,0,4,3,0,63,1,20,428665.7159090909
3.0,1.0,1370,7500,1.0,0,0,3,0,54,1,2,465467.35714285716
3.0,1.75,1800,10200,1.0,0,0,3,0,47,1,3,376968.54547619045
3.0,1.75,2200,7706,2.0,0,2,3,0,106,1,26,311057.8333333333
2.0,1.0,700,2334,1.0,0,0,3,0,69,1,4,570223.1185050136
3.0,2.5,1920,15124,2.0,0,0,3,0,19,0,19,406146.40625
5.0,2.75,2190,12687,1.0,0,0,5,820,36,0,36,447643.1818181818
3.0,2.25,2030,9791,1.0,0,0,4,530,30,0,30,635820.0
3.0,2.5,1350,2053,3.0,0,0,3,0,9,0,9,570223.1185050136
3.0,2.5,1680,2096,2.0,0,0,3,300,6,0,6,583475.1987418453
5.0,1.75,1250,10530,1.0,0,0,4,0,48,0,48,847974.924611399
4.0,3.0,2240,6000,1.5,0,0,4,970,100,1,69,573185.0026954178
3.0,1.0,950,7620,1.0,0,0,3,0,60,1,9,583475.1987418453
3.0,3.5,2320,3174,2.0,0,0,3,260,17,0,17,661873.9341085271
2.0,2.5,2380,9374,1.0,0,2,3,0,3,0,3,659713.198757764
2.0,2.25,1540,958,3.0,0,0,3,0,7,0,7,583475.1987418453
5.0,3.0,2100,9752,1.0,0,0,3,900,7,0,7,290510.51923076925
4.0,2.5,2500,4945,2.0,0,0,3,0,1,1,91,573991.6862745098
4.0,2.5,3230,7331,2.0,0,0,3,0,10,1,11,701918.4194214876
3.0,2.5,2830,5802,2.0,0,0,3,0,13,0,13,451624.14634146343
2.0,1.0,870,5340,1.5,0,0,2,0,108,0,108,576183.7791741472
4.0,3.0,2690,28300,1.0,0,0,3,0,60,1,15,515479.54545454547
3.0,2.5,1260,889,3.0,0,0,3,0,6,0,6,583475.1987418453
4.0,3.5,2680,10000,2.0,0,0,3,640,72,1,0,583475.1987418453
3.0,2.5,2660,4975,2.0,0,0,3,0,0,0,0,570223.1185050136
2.0,1.75,1480,5120,1.0,0,0,4,640,63,1,15,573185.0026954178
4.0,2.25,1770,33132,1.0,0,0,4,580,49,0,49,376968.54547619045
2.0,1.0,950,7692,1.0,0,0,3,0,88,1,11,576183.7791741472
2.0,1.0,860,8308,1.0,0,0,4,0,66,0,66,573185.0026954178
4.0,2.0,1960,7560,1.0,0,0,5,800,36,0,36,306368.0406504065
2.0,1.0,1770,5522,1.5,0,0,4,810,71,0,71,583475.1987418453
4.0,1.75,1280,6060,1.0,0,0,3,420,88,1,11,574543.2427470535
4.0,2.5,2150,12028,2.0,0,0,4,0,32,1,3,664018.5575757576
2.0,1.0,1790,4000,1.0,0,0,4,750,91,0,91,576183.7791741472
3.0,2.25,1990,10260,2.0,0,0,4,0,27,0,27,662070.8855421686
5.0,2.5,2430,4781,2.0,0,0,3,0,13,0,13,377807.7863636364
4.0,2.75,2820,13193,1.0,0,0,3,960,49,1,21,847974.924611399
3.0,1.0,1910,8190,1.0,0,0,4,900,68,1,25,576183.7791741472
3.0,2.25,1270,1213,2.0,0,0,3,230,9,0,9,576183.7791741472
4.0,2.75,2050,3960,1.0,0,0,4,870,28,0,28,583475.1987418453
6.0,2.0,2150,4505,1.0,0,0,3,880,62,1,6,574543.2427470535
4.0,1.75,2450,13300,1.0,0,2,4,820,27,0,27,859295.1570351758
2.0,2.25,1230,1280,2.0,0,0,3,270,2,1,102,570223.1185050136
4.0,2.25,2260,41984,1.0,0,0,4,0,47,0,47,661873.9341085271
2.0,1.0,1050,60113,1.0,0,0,4,0,71,0,71,297123.8925619835
3.0,1.75,1570,7775,2.0,0,0,3,0,32,0,32,301453.96774193546
4.0,2.0,1820,9350,1.0,0,0,4,0,47,0,47,664018.5575757576
2.0,1.75,1540,4025,1.0,0,0,4,350,106,0,106,576183.7791741472
3.0,1.5,2060,44866,1.0,0,0,3,0,61,0,61,612917.84375
4.0,3.5,4380,74052,1.0,0,0,3,0,13,0,13,664524.1592356688
3.0,1.0,1090,9900,1.0,0,0,4,0,59,1,5,664524.1592356688
3.0,1.75,1480,7225,1.0,0,0,4,0,49,0,49,377807.7863636364
4.0,1.0,1320,4440,1.5,0,0,3,0,85,0,85,576183.7791741472
1.0,2.25,2140,10350,1.0,0,0,3,670,38,0,38,602057.1753246753
4.0,3.5,4560,16643,1.0,0,3,3,2330,19,0,19,847974.924611399
4.0,3.0,2800,9764,2.0,0,0,3,0,12,0,12,351942.0882352941
3.0,1.0,1050,5000,1.0,0,0,4,0,47,0,47,370580.66352040815
3.0,1.5,1490,9630,1.0,0,0,4,0,55,0,55,451624.14634146343
2.0,1.0,1730,6375,2.0,0,0,4,0,69,0,69,576183.7791741472
4.0,1.0,1210,3760,1.5,0,0,3,0,114,1,9,574543.2427470535
4.0,2.5,2800,8494,2.0,0,0,3,0,10,1,11,339211.3264705882
3.0,1.5,1570,1050,2.0,0,0,3,0,99,0,99,573185.0026954178
3.0,2.25,1400,31626,1.0,0,0,2,260,27,0,27,297123.8925619835
4.0,2.0,2850,7861,1.0,0,4,4,1400,44,0,44,576183.7791741472
6.0,3.0,1880,7200,1.0,0,0,4,0,48,0,48,371872.2878787879
2.0,1.0,790,8424,1.0,0,0,4,0,61,1,31,428665.7159090909
2.0,1.75,1300,4000,2.0,0,0,3,0,66,1,20,570223.1185050136
3.0,1.0,2120,7735,1.0,0,0,4,1060,47,0,47,371872.2878787879
3.0,1.5,1540,4773,2.0,0,0,3,0,73,1,5,574543.2427470535
4.0,2.75,2620,13777,1.5,0,2,4,900,88,1,21,573185.0026954178
6.0,3.0,2880,3192,2.0,0,0,4,700,95,1,29,576183.7791741472
4.0,1.0,1680,4021,1.5,0,0,3,0,93,1,14,583475.1987418453
2.0,1.0,790,6969,1.0,0,0,3,0,59,1,30,664524.1592356688
3.0,1.0,1092,7500,1.5,0,0,3,0,96,0,96,576183.7791741472
3.0,1.5,1650,9936,1.0,0,0,3,560,47,1,3,302406.8613861386
3.0,2.5,2090,4700,2.0,0,0,3,0,12,0,12,315737.9310344828
4.0,1.75,2180,28710,1.0,0,0,3,1000,64,1,9,257737.16
4.0,2.5,1990,6671,2.0,0,0,3,0,25,0,25,290510.51923076925
4.0,2.5,2650,7945,2.0,0,0,3,0,8,0,8,583475.1987418453
4.0,3.5,4460,16953,1.0,0,0,3,1910,52,1,20,2144683.3333333335
3.0,1.0,910,8000,1.0,0,0,4,170,64,1,31,420507.6153846154
3.0,2.5,2770,10773,2.0,0,2,3,0,22,0,22,847974.924611399
3.0,2.0,2390,6888,2.0,0,1,5,0,75,0,75,583475.1987418453
3.0,2.5,3050,158558,1.0,0,0,4,0,27,0,27,371872.2878787879
3.0,2.5,1700,4000,2.0,0,0,3,0,11,0,11,533938.304347826
5.0,3.5,3200,43560,2.0,0,0,3,0,25,0,25,371872.2878787879
3.0,1.75,1200,4500,1.0,0,0,5,0,108,0,108,570223.1185050136
4.0,2.25,2220,6953,2.0,0,0,4,0,15,0,15,339556.4805970149
3.0,2.5,2480,9041,2.0,0,0,3,0,10,1,11,662070.8855421686
4.0,2.25,2560,12100,1.0,0,0,4,800,38,1,22,659713.198757764
4.0,1.5,2500,6300,1.0,0,0,4,1000,53,1,13,302187.765625
2.0,1.0,1150,4000,1.0,0,0,3,0,67,1,2,570223.1185050136
4.0,1.75,1650,7775,1.0,0,0,4,500,64,1,31,576183.7791741472
3.0,1.75,1140,9628,1.0,0,0,4,0,45,0,45,290510.51923076925
3.0,1.75,3400,8965,1.0,0,2,5,1580,57,0,57,574543.2427470535
3.0,1.0,1180,43124,1.0,0,0,4,0,55,0,55,611821.4210526316
3.0,2.5,1700,4105,2.0,0,0,3,0,22,0,22,576183.7791741472
3.0,1.5,1240,11200,1.0,0,0,4,0,60,1,35,859295.1570351758
5.0,2.25,2890,12478,2.0,0,0,3,0,37,1,10,707300.656504065
3.0,1.0,1060,10050,1.0,0,0,4,0,47,0,47,445182.39130434784
4.0,1.75,1590,10523,2.0,0,0,4,0,92,0,92,402504.4879518072
6.0,5.25,2860,5682,2.0,0,0,3,0,36,0,36,297123.8925619835
1.0,1.0,820,1060,1.0,0,0,3,60,7,0,7,573185.0026954178
3.0,2.0,2020,8118,1.0,0,0,3,1000,51,1,6,847974.924611399
4.0,2.25,1870,9680,1.0,0,0,4,700,55,0,55,654481.2884615385
3.0,2.5,2170,4905,2.0,0,0,3,0,10,1,11,351942.0882352941
4.0,2.5,1600,6765,1.0,0,0,3,770,67,1,3,574543.2427470535
4.0,1.75,2090,4300,1.5,0,0,4,840,89,1,46,574543.2427470535
4.0,2.0,1700,6025,1.0,0,0,3,0,36,0,36,289521.22794117645
4.0,1.75,1940,6909,1.0,0,0,4,970,73,1,16,570223.1185050136
3.0,1.0,1320,8625,1.0,0,0,4,0,57,1,13,371872.2878787879
4.0,2.25,3500,13875,1.0,0,4,4,1670,76,0,76,583475.1987418453
5.0,3.5,2800,5120,2.5,0,0,3,0,111,1,9,583475.1987418453
3.0,1.5,1080,2940,1.5,0,0,4,0,94,0,94,574543.2427470535
4.0,2.5,3550,8048,2.0,0,0,3,0,7,0,7,561804.3541666666
3.0,2.0,2010,251341,2.0,0,0,3,500,11,0,11,413841.8
3.0,1.75,1690,1468,2.0,0,0,3,310,6,0,6,570223.1185050136
3.0,1.5,1270,1443,3.0,0,0,3,0,7,0,7,583475.1987418453
3.0,2.25,1970,2377,2.0,0,0,3,290,6,0,6,574543.2427470535
4.0,2.75,3160,8097,2.0,0,0,3,0,0,0,0,654481.2884615385
3.0,2.5,1210,1200,3.0,0,0,3,0,6,0,6,583475.1987418453
4.0,3.5,3120,5086,2.0,0,0,3,640,6,0,6,573185.0026954178
4.0,2.5,2670,8765,2.0,0,0,3,0,8,0,8,377807.7863636364
3.0,2.25,1640,1204,3.0,0,0,3,0,0,0,0,576183.7791741472
4.0,2.5,2303,3680,2.0,0,0,3,0,1,1,91,308362.248
3.0,2.5,1800,3168,2.0,0,0,3,0,0,0,0,561804.3541666666
5.0,3.5,4460,2975,3.0,0,2,3,1180,1,1,91,570223.1185050136
2.0,2.5,1590,2656,2.0,0,0,3,370,5,0,5,576183.7791741472
4.0,3.5,3070,4684,2.0,0,0,3,880,5,0,5,602238.7424242424
2.0,1.75,1330,7200,1.0,0,0,3,0,21,0,21,246844.69565217392
3.0,1.0,990,6750,1.0,0,0,4,0,67,1,26,574543.2427470535
4.0,2.5,1900,5790,2.0,0,0,3,0,20,0,20,611394.2276422764
3.0,2.5,2020,1159,3.0,0,3,3,0,14,0,14,576183.7791741472
3.0,1.75,2000,9416,1.0,0,0,4,0,53,1,13,654481.2884615385
2.0,1.75,1100,7600,1.0,0,0,3,0,34,0,34,307819.2631578947
1.0,1.0,960,40946,1.0,0,0,5,0,69,0,69,560478.0714285715
4.0,2.75,3488,9614,2.0,0,0,3,0,16,1,8,659713.198757764
2.0,1.75,1890,9466,2.0,0,0,3,0,27,1,14,854623.3027093596
4.0,2.0,2030,8120,2.0,0,0,3,0,64,1,9,583475.1987418453
3.0,1.75,1380,7350,1.0,0,0,3,390,33,1,1,271876.92307692306
4.0,3.25,3660,5800,2.5,0,0,3,300,105,1,19,570223.1185050136
3.0,2.25,1870,3230,2.0,0,0,3,0,17,0,17,377807.7863636364
4.0,2.25,2080,12007,1.0,0,0,4,860,35,0,35,707300.656504065
4.0,2.75,2450,14803,2.0,0,0,4,0,26,0,26,635820.0
4.0,2.25,2750,6180,1.0,0,0,4,1250,66,0,66,574543.2427470535
3.0,1.0,1240,4842,1.0,0,0,4,0,98,0,98,570223.1185050136
3.0,2.5,1900,7604,2.0,0,0,3,0,24,1,5,665473.701171875
3.0,2.5,2540,6093,2.0,0,0,3,0,15,0,15,655071.1991869919
3.0,2.75,2100,10362,2.0,0,0,3,590,16,1,8,551871.586715821
4.0,2.0,1790,2250,1.0,0,2,4,950,105,1,25,583475.1987418453
3.0,2.0,1170,7258,1.0,0,0,3,0,30,0,30,308362.248
3.0,1.0,1060,9126,1.0,0,2,5,0,58,0,58,322780.4347826087
5.0,2.0,1930,6120,1.5,0,0,3,0,73,1,45,574543.2427470535
3.0,2.0,1540,7947,1.0,0,0,3,420,53,1,10,478132.68518518517
5.0,3.0,2876,13927,1.0,0,2,4,906,41,0,41,1157220.9705882352
3.0,2.5,2150,7484,2.0,0,0,3,0,26,1,14,712166.302173913
2.0,1.0,1140,5500,1.0,0,0,3,0,67,1,2,570223.1185050136
3.0,1.5,980,7790,1.0,0,0,5,0,45,0,45,654481.2884615385
3.0,1.75,1230,13056,1.0,0,0,4,0,52,0,52,294280.725
3.0,1.75,1390,10905,1.0,0,0,3,530,57,1,14,573185.0026954178
3.0,3.5,2380,6250,2.0,0,3,3,710,17,0,17,574543.2427470535
3.0,3.25,3690,7200,2.0,0,0,3,0,7,0,7,665473.701171875
5.0,3.25,3010,1074218,1.5,0,0,5,1000,83,0,83,602238.7424242424
3.0,1.0,1250,9126,1.0,0,0,3,0,45,1,4,632047.53125
4.0,2.75,2290,6120,2.0,0,0,4,120,88,1,21,576183.7791741472
2.0,1.0,790,5240,1.0,0,0,4,0,89,1,46,583475.1987418453
3.0,2.5,2720,6014,2.0,0,0,3,0,12,0,12,294280.725
4.0,2.75,2550,8632,1.0,0,0,3,850,42,1,12,661873.9341085271
2.0,1.0,1080,3899,1.0,0,0,4,0,42,0,42,335615.4146341463
3.0,1.75,2470,9620,1.0,0,1,4,900,52,0,52,311057.8333333333
2.0,0.75,850,7710,1.0,0,2,5,300,105,1,26,570223.1185050136
3.0,2.5,1990,8991,1.0,0,0,3,420,45,1,4,302187.765625
3.0,2.25,1800,10500,2.0,0,0,3,0,19,0,19,339211.3264705882
5.0,4.0,4850,36450,2.0,0,0,3,0,37,1,10,859295.1570351758
3.0,1.0,1020,7874,1.0,0,0,3,0,58,1,13,576183.7791741472
3.0,2.5,2420,49928,2.0,0,0,3,560,29,0,29,609064.7603305785
4.0,2.5,2910,5776,2.0,0,2,3,0,16,1,8,561804.3541666666
3.0,1.5,1060,9039,1.0,0,0,3,0,41,1,1,370580.66352040815
4.0,2.5,2340,6420,1.0,0,2,3,750,50,1,14,402504.4879518072
4.0,2.75,1800,5453,1.0,0,0,3,750,12,0,12,370580.66352040815
4.0,2.0,1660,6150,1.0,0,0,3,810,69,1,4,576183.7791741472
3.0,1.75,1300,62290,1.0,0,0,3,0,31,1,5,664524.1592356688
3.0,1.5,1780,23819,1.0,0,0,3,0,61,0,61,573185.0026954178
2.0,1.0,1030,4841,1.0,0,0,3,110,75,1,45,574543.2427470535
4.0,3.25,2790,5420,1.0,0,3,3,1660,51,1,1,423979.98295454547
3.0,1.0,1150,3000,1.0,0,0,5,0,108,0,108,574543.2427470535
4.0,2.5,3290,11446,2.0,0,0,3,0,22,0,22,445182.39130434784
4.0,2.5,3400,247421,2.0,0,0,3,0,13,0,13,505500.0
2.0,1.0,1200,4000,1.0,0,0,3,130,74,1,18,570223.1185050136
4.0,2.5,2160,8005,2.0,0,0,3,0,21,0,21,226280.0
3.0,1.0,1450,4000,1.0,0,1,4,500,66,0,66,574543.2427470535
4.0,2.5,3240,3600,2.0,0,0,3,1180,6,0,6,576183.7791741472
3.0,2.0,1470,1691,2.0,0,0,3,470,7,0,7,574543.2427470535
4.0,2.5,2360,5226,2.0,0,0,3,0,13,0,13,654481.2884615385
3.0,2.25,2230,9053,2.0,0,0,4,0,27,0,27,854623.3027093596
4.0,2.5,2630,48706,2.0,0,0,3,0,28,0,28,602057.1753246753
3.0,1.0,1010,25000,1.0,0,0,3,0,48,1,51,549237.5
3.0,2.25,1445,1471,2.0,0,0,3,145,11,0,11,611394.2276422764
3.0,1.75,2380,6000,1.5,0,0,3,1060,79,1,40,583475.1987418453
4.0,2.75,2830,13059,2.0,0,0,3,0,16,1,8,707300.656504065
4.0,2.5,3010,46173,2.0,0,0,3,0,18,0,18,664018.5575757576
4.0,2.25,2000,9000,1.0,0,0,4,0,36,1,14,298547.1904761905
3.0,2.25,2020,3600,2.0,0,0,3,0,16,1,8,661873.9341085271
3.0,2.5,2030,6326,2.0,0,0,3,0,21,0,21,341878.1945205479
3.0,2.75,2550,11160,2.0,0,0,3,0,20,0,20,402504.4879518072
2.0,1.0,970,13700,1.0,0,0,3,0,65,1,16,573185.0026954178
3.0,1.75,1540,12446,1.0,0,0,5,0,47,0,47,609064.7603305785
2.0,1.0,1396,111949,1.0,0,0,3,0,74,1,17,664018.5575757576
4.0,3.25,2780,7875,2.0,0,0,3,0,8,0,8,576183.7791741472
6.0,2.0,2220,8797,1.0,0,0,3,0,37,1,10,297123.8925619835
4.0,3.5,2350,13402,2.0,0,3,3,680,20,0,20,655071.1991869919
3.0,2.25,2760,40946,2.0,0,0,5,0,36,0,36,859215.5687192117
3.0,2.5,4460,26027,2.0,0,0,3,0,22,0,22,654481.2884615385
3.0,2.0,1440,4421,1.0,0,0,3,0,7,0,7,667110.3374233128
5.0,3.75,5330,6000,2.0,0,2,3,1760,8,0,8,611821.4210526316
4.0,2.5,2220,4228,2.0,0,0,3,0,0,0,0,573185.0026954178
5.0,4.75,5305,8401,2.0,0,2,3,1560,9,0,9,654481.2884615385
3.0,4.0,3880,13095,2.0,0,3,3,180,5,0,5,655071.1991869919
4.0,3.25,3810,8519,1.0,0,1,3,1130,7,0,7,654481.2884615385
3.0,3.0,1960,1168,2.0,0,0,3,360,7,0,7,589927.1679389313
3.0,2.5,1530,1131,3.0,0,0,3,0,5,0,5,583475.1987418453
4.0,2.25,3250,34293,2.0,0,0,4,0,31,0,31,306368.0406504065
3.0,2.5,1750,7208,2.0,0,0,3,0,20,0,20,377807.7863636364
4.0,3.25,3440,35021,2.0,0,0,3,0,31,1,5,665473.701171875
1.0,0.75,1170,14149,1.0,0,0,5,290,52,0,52,312833.3333333333
3.0,1.0,870,5330,1.0,0,0,3,0,45,1,0,271876.92307692306
4.0,2.5,2930,18199,2.0,0,0,3,0,16,1,8,707300.656504065
3.0,2.5,3160,12824,1.0,0,2,4,1340,48,0,48,847974.924611399
2.0,1.0,800,3330,1.0,0,0,3,0,96,0,96,574543.2427470535
4.0,2.5,2350,8001,2.0,0,0,4,0,27,0,27,854623.3027093596
2.0,1.75,1060,16470,1.0,0,0,3,0,37,1,10,632047.53125
3.0,1.75,2060,12558,1.0,0,0,4,710,30,0,30,667110.3374233128
2.0,1.75,1560,1750,1.0,0,0,4,780,110,0,110,573185.0026954178
4.0,1.75,3000,42200,1.0,0,3,3,1500,64,1,9,371872.2878787879
3.0,1.5,1660,4800,2.0,0,0,3,0,107,1,31,576183.7791741472
3.0,1.75,1650,5100,1.0,0,0,5,610,106,0,106,570223.1185050136
4.0,3.0,3220,8936,2.0,0,0,3,770,24,1,5,298517.84
3.0,1.5,2320,7500,1.0,0,0,3,0,38,0,38,420666.78571428574
4.0,2.75,2750,14982,1.0,0,3,3,1030,33,1,1,307819.2631578947
3.0,1.0,910,6000,1.0,0,0,2,0,58,0,58,570223.1185050136
2.0,1.5,840,867,2.0,0,0,3,0,9,0,9,576183.7791741472
3.0,2.25,1470,1578,2.0,0,0,3,380,7,0,7,570223.1185050136
